#Raman spectra
#Laser energy   2.33 eV
#Raman shift (cm-1), Raman Spectra (XX,YY,ZZ,s+s+,s-s-,XY,YX,s+s-,s-s+)
  1500.0000  0.53174219E+003  0.53235707E+003  0.16646207E-003  0.41681937E-001  0.41660632E-001  0.53159832E+003  0.53159418E+003  0.10635859E+004  0.10636225E+004
  1500.2506  0.53866985E+003  0.53929275E+003  0.16863081E-003  0.42224979E-001  0.42203397E-001  0.53852425E+003  0.53852006E+003  0.10774427E+004  0.10774798E+004
  1500.5013  0.54573369E+003  0.54636476E+003  0.17084218E-003  0.42778697E-001  0.42756832E-001  0.54558635E+003  0.54558209E+003  0.10915719E+004  0.10916095E+004
  1500.7519  0.55293732E+003  0.55357672E+003  0.17309731E-003  0.43343373E-001  0.43321218E-001  0.55278819E+003  0.55278388E+003  0.11059807E+004  0.11060188E+004
  1501.0025  0.56028444E+003  0.56093233E+003  0.17539736E-003  0.43919296E-001  0.43896847E-001  0.56013349E+003  0.56012912E+003  0.11206765E+004  0.11207151E+004
  1501.2531  0.56777888E+003  0.56843544E+003  0.17774353E-003  0.44506768E-001  0.44484018E-001  0.56762607E+003  0.56762165E+003  0.11356670E+004  0.11357061E+004
  1501.5038  0.57542461E+003  0.57609001E+003  0.18013707E-003  0.45106099E-001  0.45083042E-001  0.57526992E+003  0.57526543E+003  0.11509601E+004  0.11509997E+004
  1501.7544  0.58322572E+003  0.58390014E+003  0.18257925E-003  0.45717610E-001  0.45694240E-001  0.58306911E+003  0.58306456E+003  0.11665640E+004  0.11666041E+004
  1502.0050  0.59118646E+003  0.59187008E+003  0.18507140E-003  0.46341634E-001  0.46317945E-001  0.59102788E+003  0.59102328E+003  0.11824872E+004  0.11825279E+004
  1502.2556  0.59931119E+003  0.60000421E+003  0.18761489E-003  0.46978514E-001  0.46954498E-001  0.59915062E+003  0.59914595E+003  0.11987384E+004  0.11987797E+004
  1502.5063  0.60760446E+003  0.60830707E+003  0.19021114E-003  0.47628605E-001  0.47604257E-001  0.60744186E+003  0.60743713E+003  0.12153267E+004  0.12153686E+004
  1502.7569  0.61607095E+003  0.61678336E+003  0.19286163E-003  0.48292275E-001  0.48267587E-001  0.61590629E+003  0.61590148E+003  0.12322615E+004  0.12323040E+004
  1503.0075  0.62471553E+003  0.62543793E+003  0.19556786E-003  0.48969904E-001  0.48944869E-001  0.62454875E+003  0.62454388E+003  0.12495526E+004  0.12495956E+004
  1503.2581  0.63354321E+003  0.63427582E+003  0.19833142E-003  0.49661887E-001  0.49636498E-001  0.63337428E+003  0.63336935E+003  0.12672099E+004  0.12672535E+004
  1503.5088  0.64255920E+003  0.64330223E+003  0.20115393E-003  0.50368631E-001  0.50342880E-001  0.64238808E+003  0.64238308E+003  0.12852438E+004  0.12852881E+004
  1503.7594  0.65176889E+003  0.65252258E+003  0.20403708E-003  0.51090559E-001  0.51064439E-001  0.65159554E+003  0.65159046E+003  0.13036652E+004  0.13037101E+004
  1504.0100  0.66117787E+003  0.66194244E+003  0.20698262E-003  0.51828110E-001  0.51801612E-001  0.66100224E+003  0.66099709E+003  0.13224852E+004  0.13225308E+004
  1504.2607  0.67079193E+003  0.67156760E+003  0.20999236E-003  0.52581735E-001  0.52554852E-001  0.67061397E+003  0.67060875E+003  0.13417154E+004  0.13417617E+004
  1504.5113  0.68061705E+003  0.68140409E+003  0.21306818E-003  0.53351906E-001  0.53324629E-001  0.68043673E+003  0.68043143E+003  0.13613679E+004  0.13614148E+004
  1504.7619  0.69065946E+003  0.69145812E+003  0.21621202E-003  0.54139111E-001  0.54111430E-001  0.69047673E+003  0.69047135E+003  0.13814549E+004  0.13815025E+004
  1505.0125  0.70092562E+003  0.70173614E+003  0.21942591E-003  0.54943854E-001  0.54915762E-001  0.70074042E+003  0.70073496E+003  0.14019895E+004  0.14020378E+004
  1505.2632  0.71142221E+003  0.71224487E+003  0.22271194E-003  0.55766661E-001  0.55738147E-001  0.71123450E+003  0.71122895E+003  0.14229850E+004  0.14230340E+004
  1505.5138  0.72215617E+003  0.72299124E+003  0.22607228E-003  0.56608075E-001  0.56579131E-001  0.72196590E+003  0.72196027E+003  0.14444553E+004  0.14445051E+004
  1505.7644  0.73313471E+003  0.73398248E+003  0.22950919E-003  0.57468662E-001  0.57439277E-001  0.73294182E+003  0.73293611E+003  0.14664148E+004  0.14664654E+004
  1506.0150  0.74436532E+003  0.74522607E+003  0.23302502E-003  0.58349008E-001  0.58319173E-001  0.74416976E+003  0.74416396E+003  0.14888786E+004  0.14889299E+004
  1506.2657  0.75585575E+003  0.75672980E+003  0.23662218E-003  0.59249722E-001  0.59219425E-001  0.75565747E+003  0.75565158E+003  0.15118620E+004  0.15119141E+004
  1506.5163  0.76761409E+003  0.76850173E+003  0.24030322E-003  0.60171436E-001  0.60140668E-001  0.76741303E+003  0.76740705E+003  0.15353813E+004  0.15354343E+004
  1506.7669  0.77964872E+003  0.78055028E+003  0.24407075E-003  0.61114809E-001  0.61083558E-001  0.77944482E+003  0.77943874E+003  0.15594533E+004  0.15595071E+004
  1507.0175  0.79196835E+003  0.79288415E+003  0.24792751E-003  0.62080523E-001  0.62048777E-001  0.79176155E+003  0.79175538E+003  0.15840953E+004  0.15841500E+004
  1507.2682  0.80458205E+003  0.80551244E+003  0.25187633E-003  0.63069289E-001  0.63037037E-001  0.80437229E+003  0.80436602E+003  0.16093256E+004  0.16093811E+004
  1507.5188  0.81749925E+003  0.81844457E+003  0.25592016E-003  0.64081845E-001  0.64049075E-001  0.81728646E+003  0.81728009E+003  0.16351629E+004  0.16352193E+004
  1507.7694  0.83072974E+003  0.83169037E+003  0.26006208E-003  0.65118961E-001  0.65085660E-001  0.83051387E+003  0.83050739E+003  0.16616269E+004  0.16616842E+004
  1508.0201  0.84428374E+003  0.84526004E+003  0.26430527E-003  0.66181436E-001  0.66147591E-001  0.84406471E+003  0.84405813E+003  0.16887380E+004  0.16887963E+004
  1508.2707  0.85817187E+003  0.85916423E+003  0.26865307E-003  0.67270104E-001  0.67235702E-001  0.85794962E+003  0.85794293E+003  0.17165174E+004  0.17165767E+004
  1508.5213  0.87240519E+003  0.87341401E+003  0.27310893E-003  0.68385830E-001  0.68350857E-001  0.87217964E+003  0.87217284E+003  0.17449874E+004  0.17450476E+004
