#Raman spectra
#Laser energy   2.33 eV
#Raman shift (cm-1), Raman Spectra (XX,YY,ZZ,s+s+,s-s-,XY,YX,s+s-,s-s+)
  1500.0000  0.64057143E+003  0.63952548E+003  0.10761745E-003  0.28166636E-001  0.28180382E-001  0.64062004E+003  0.64062193E+003  0.12806222E+004  0.12806603E+004
  1500.2506  0.64880016E+003  0.64774078E+003  0.10899987E-003  0.28528442E-001  0.28542365E-001  0.64884957E+003  0.64885148E+003  0.12970732E+004  0.12971118E+004
  1500.5013  0.65718838E+003  0.65611530E+003  0.11040909E-003  0.28897261E-001  0.28911363E-001  0.65723861E+003  0.65724055E+003  0.13138430E+004  0.13138821E+004
  1500.7519  0.66574024E+003  0.66465320E+003  0.11184580E-003  0.29273275E-001  0.29287560E-001  0.66579131E+003  0.66579328E+003  0.13309399E+004  0.13309795E+004
  1501.0025  0.67446002E+003  0.67335873E+003  0.11331072E-003  0.29656672E-001  0.29671144E-001  0.67451195E+003  0.67451394E+003  0.13483726E+004  0.13484127E+004
  1501.2531  0.68335214E+003  0.68223633E+003  0.11480459E-003  0.30047647E-001  0.30062309E-001  0.68340495E+003  0.68340696E+003  0.13661498E+004  0.13661905E+004
  1501.5038  0.69242116E+003  0.69129055E+003  0.11632819E-003  0.30446401E-001  0.30461257E-001  0.69247488E+003  0.69247692E+003  0.13842807E+004  0.13843219E+004
  1501.7544  0.70167182E+003  0.70052610E+003  0.11788230E-003  0.30853140E-001  0.30868194E-001  0.70172646E+003  0.70172853E+003  0.14027747E+004  0.14028165E+004
  1502.0050  0.71110899E+003  0.70994786E+003  0.11946774E-003  0.31268081E-001  0.31283337E-001  0.71116458E+003  0.71116667E+003  0.14216416E+004  0.14216839E+004
  1502.2556  0.72073771E+003  0.71956086E+003  0.12108536E-003  0.31691444E-001  0.31706906E-001  0.72079427E+003  0.72079639E+003  0.14408915E+004  0.14409344E+004
  1502.5063  0.73056320E+003  0.72937031E+003  0.12273605E-003  0.32123459E-001  0.32139131E-001  0.73062076E+003  0.73062291E+003  0.14605347E+004  0.14605782E+004
  1502.7569  0.74059086E+003  0.73938160E+003  0.12442069E-003  0.32564363E-001  0.32580250E-001  0.74064944E+003  0.74065162E+003  0.14805821E+004  0.14806262E+004
  1503.0075  0.75082627E+003  0.74960029E+003  0.12614024E-003  0.33014401E-001  0.33030507E-001  0.75088589E+003  0.75088811E+003  0.15010449E+004  0.15010896E+004
  1503.2581  0.76127520E+003  0.76003216E+003  0.12789567E-003  0.33473828E-001  0.33490158E-001  0.76133589E+003  0.76133814E+003  0.15219345E+004  0.15219799E+004
  1503.5088  0.77194362E+003  0.77068316E+003  0.12968796E-003  0.33942907E-001  0.33959465E-001  0.77200542E+003  0.77200770E+003  0.15432630E+004  0.15433090E+004
  1503.7594  0.78283773E+003  0.78155949E+003  0.13151818E-003  0.34421908E-001  0.34438699E-001  0.78290066E+003  0.78290297E+003  0.15650427E+004  0.15650893E+004
  1504.0100  0.79396394E+003  0.79266752E+003  0.13338738E-003  0.34911114E-001  0.34928144E-001  0.79402802E+003  0.79403036E+003  0.15872863E+004  0.15873337E+004
  1504.2607  0.80532886E+003  0.80401389E+003  0.13529670E-003  0.35410818E-001  0.35428090E-001  0.80539414E+003  0.80539652E+003  0.16100073E+004  0.16100553E+004
  1504.5113  0.81693939E+003  0.81560546E+003  0.13724727E-003  0.35921320E-001  0.35938841E-001  0.81700589E+003  0.81700830E+003  0.16332192E+004  0.16332679E+004
  1504.7619  0.82880264E+003  0.82744934E+003  0.13924030E-003  0.36442934E-001  0.36460709E-001  0.82887040E+003  0.82887284E+003  0.16569365E+004  0.16569859E+004
  1505.0125  0.84092600E+003  0.83955290E+003  0.14127703E-003  0.36975985E-001  0.36994019E-001  0.84099504E+003  0.84099752E+003  0.16811737E+004  0.16812238E+004
  1505.2632  0.85331711E+003  0.85192378E+003  0.14335875E-003  0.37520809E-001  0.37539109E-001  0.85338748E+003  0.85339000E+003  0.17059462E+004  0.17059971E+004
  1505.5138  0.86598393E+003  0.86456991E+003  0.14548678E-003  0.38077755E-001  0.38096326E-001  0.86605565E+003  0.86605821E+003  0.17312700E+004  0.17313216E+004
  1505.7644  0.87893467E+003  0.87749951E+003  0.14766252E-003  0.38647186E-001  0.38666034E-001  0.87900779E+003  0.87901038E+003  0.17571613E+004  0.17572137E+004
  1506.0150  0.89217789E+003  0.89072110E+003  0.14988739E-003  0.39229477E-001  0.39248609E-001  0.89225245E+003  0.89225508E+003  0.17836374E+004  0.17836906E+004
